doc,A_sent_id,A_speaker,A_text,A_sound_url,A_tokens,A_pos_tags,B_sent_id,B_speaker,B_text,B_sound_url,B_tokens,B_pos_tags,B_token_count,B_has_verbal_bc,B_all_in_lexicon,first_token_form,first_token_lemma,first_token_upos,first_token_deprel,backchannel_type,A_is_question,A_continues,warnings,keep?
Gos074,Gos074.s282,Pm-gost-02549,kar se mi zdi pri tej stvari bistveno,https://nl.ijs.si/project/gos20/Gos074/Gos074.s282.mp3,kar se mi zdi pri tej stvari bistveno,PRON PRON PRON VERB ADP DET NOUN ADJ,Gos074.s283,Am-novi-02535,dobro .,https://nl.ijs.si/project/gos20/Gos074/Gos074.s283.mp3,dobro,ADV,1,0,1,dobro,dobro,ADV,root,responsive,0,0,ok,
Gos074,Gos074.s283,Am-novi-02535,dobro .,https://nl.ijs.si/project/gos20/Gos074/Gos074.s283.mp3,dobro,ADV,Gos074.s284,Qm-gost-02550,"no , o tem smo imeli dve oddaji , pa se ne",https://nl.ijs.si/project/gos20/Gos074/Gos074.s284.mp3,no o tem smo imeli dve oddaji pa se ne,PART ADP DET AUX VERB NUM NOUN CCONJ PRON PART,10,0,0,no,no,PART,discourse,surprise,0,0,not_all_in_lexicon,
Gos074,Gos074.s284,Qm-gost-02550,"no , o tem smo imeli dve oddaji , pa se ne",https://nl.ijs.si/project/gos20/Gos074/Gos074.s284.mp3,no o tem smo imeli dve oddaji pa se ne,PART ADP DET AUX VERB NUM NOUN CCONJ PRON PART,Gos074.s285,Pm-gost-02549,"tako , kot so",https://nl.ijs.si/project/gos20/Gos074/Gos074.s285.mp3,tako kot so,ADV SCONJ VERB,3,0,0,tako,tako,ADV,root,responsive,0,1,not_all_in_lexicon; a_continues,
Gos074,Gos074.s289,Am-novi-02535,"ne bomo , ja .",https://nl.ijs.si/project/gos20/Gos074/Gos074.s289.mp3,ne bomo ja,PART VERB PART,Gos074.s290,Pm-gost-02549,"tako , kot so ljudje",https://nl.ijs.si/project/gos20/Gos074/Gos074.s290.mp3,tako kot so ljudje,ADV SCONJ VERB NOUN,4,0,0,tako,tako,ADV,root,responsive,0,1,not_all_in_lexicon; a_continues,
Gos074,Gos074.s290,Pm-gost-02549,"tako , kot so ljudje",https://nl.ijs.si/project/gos20/Gos074/Gos074.s290.mp3,tako kot so ljudje,ADV SCONJ VERB NOUN,Gos074.s291,Am-novi-02535,"ja , pa ima gospod , ja .",https://nl.ijs.si/project/gos20/Gos074/Gos074.s291.mp3,ja pa ima gospod ja,PART CCONJ VERB NOUN PART,5,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos074,Gos074.s292,Pm-gost-02549,"nekako od naše vlade pričakovali , da",https://nl.ijs.si/project/gos20/Gos074/Gos074.s292.mp3,nekako od naše vlade pričakovali da,ADV ADP DET NOUN VERB SCONJ,Gos074.s293,Am-novi-02535,"dobro , ampak",https://nl.ijs.si/project/gos20/Gos074/Gos074.s293.mp3,dobro ampak,ADV CCONJ,2,0,0,dobro,dobro,ADV,root,responsive,0,1,not_all_in_lexicon; a_continues,
Gos115,Gos115.s80,Af-mode-07152,se bo to kaj poznalo na majhni Sloveniji ?,https://nl.ijs.si/project/gos20/Gos115/Gos115.s80.mp3,se bo to kaj poznalo na majhni Sloveniji,PRON AUX DET ADV VERB ADP ADJ PROPN,Gos115.s81,Cm-gost-02503,"no , jaz mislim , da , da so ti odnosi v tem trenutku zelo dobri in da bodo , eee , v tem novem obdobju , eem , enako dobri , če ne boljši .",https://nl.ijs.si/project/gos20/Gos115/Gos115.s81.mp3,no jaz mislim da da so ti odnosi v tem trenutku zelo dobri in da bodo eee v tem novem obdobju eem enako dobri če ne boljši,PART PRON VERB SCONJ SCONJ AUX DET NOUN ADP DET NOUN ADV ADJ CCONJ SCONJ AUX INTJ ADP DET ADJ NOUN INTJ ADV ADJ SCONJ PART ADJ,27,0,0,no,no,PART,discourse,surprise,1,0,a_is_question; not_all_in_lexicon,
Gos116,Gos116.s82,Bm-gost-03509,"mi nismo nobenega pogoja postavili , da bodo po- , police , na- , naši izdelki , verjamem , da bodo tudi na policah Mercatorja , pa kdor koli , lastnik ali mi , kaj pogojevali ali ne , glede na to , da imamo močne blagovne znamke .",https://nl.ijs.si/project/gos20/Gos116/Gos116.s82.mp3,mi nismo nobenega pogoja postavili da bodo po- police na- naši izdelki verjamem da bodo tudi na policah Mercatorja pa kdor koli lastnik ali mi kaj pogojevali ali ne glede na to da imamo močne blagovne znamke,PRON AUX DET NOUN VERB SCONJ VERB X NOUN X DET NOUN VERB SCONJ VERB PART ADP NOUN PROPN CCONJ PRON PART NOUN CCONJ PRON ADV VERB CCONJ PART ADV ADP DET SCONJ VERB ADJ ADJ NOUN,Gos116.s83,Sm-novi-07003,mhm .,https://nl.ijs.si/project/gos20/Gos116/Gos116.s83.mp3,mhm,INTJ,1,0,1,mhm,mhm,INTJ,root,continuer,0,1,a_continues,
Gos116,Gos116.s84,Bm-gost-03509,"mi smo to predvsem želeli , da odpre pot na tujih tržiščih .",https://nl.ijs.si/project/gos20/Gos116/Gos116.s84.mp3,mi smo to predvsem želeli da odpre pot na tujih tržiščih,PRON AUX DET PART VERB SCONJ VERB NOUN ADP ADJ NOUN,Gos116.s85,Sm-novi-07003,"mhm , mnogi danes pravijo , da tisto , kar je bil pred tremi leti nacionalni interes , je danes osebni interes [name:personal] [name:surname] .",https://nl.ijs.si/project/gos20/Gos116/Gos116.s85.mp3,mhm mnogi danes pravijo da tisto kar je bil pred tremi leti nacionalni interes je danes osebni interes [name:personal] [name:surname],INTJ DET ADV VERB SCONJ DET PRON AUX AUX ADP NUM NOUN ADJ NOUN AUX ADV ADJ NOUN PROPN PROPN,20,0,0,mhm,mhm,INTJ,discourse,continuer,0,1,not_all_in_lexicon; a_continues,
Gos116,Gos116.s85,Sm-novi-07003,"mhm , mnogi danes pravijo , da tisto , kar je bil pred tremi leti nacionalni interes , je danes osebni interes [name:personal] [name:surname] .",https://nl.ijs.si/project/gos20/Gos116/Gos116.s85.mp3,mhm mnogi danes pravijo da tisto kar je bil pred tremi leti nacionalni interes je danes osebni interes [name:personal] [name:surname],INTJ DET ADV VERB SCONJ DET PRON AUX AUX ADP NUM NOUN ADJ NOUN AUX ADV ADJ NOUN PROPN PROPN,Gos116.s86,Bm-gost-03509,"no , poglejte , kar se tega nacionalnega interesa tiče , mislim pa , mmm , da mi res podtikajo , meni , pa tudi še gospodu Turnšku , ki je pred mano vodil to podjetje .",https://nl.ijs.si/project/gos20/Gos116/Gos116.s86.mp3,no poglejte kar se tega nacionalnega interesa tiče mislim pa mmm da mi res podtikajo meni pa tudi še gospodu Turnšku ki je pred mano vodil to podjetje,PART VERB PRON PRON DET ADJ NOUN VERB VERB CCONJ INTJ SCONJ PRON ADV VERB PRON CCONJ PART PART NOUN PROPN SCONJ AUX ADP PRON VERB DET NOUN,28,0,0,no,no,PART,discourse,surprise,0,0,not_all_in_lexicon,
Gos117,Gos117.s35,Am-mode-07003,"tudi vi menite , tudi vi menite , kot gospod [name:surname] , da bi lahko predsednik države nekoliko pohitel ?",https://nl.ijs.si/project/gos20/Gos117/Gos117.s35.mp3,tudi vi menite tudi vi menite kot gospod [name:surname] da bi lahko predsednik države nekoliko pohitel,PART PRON VERB PART PRON VERB SCONJ NOUN PROPN SCONJ AUX ADV NOUN NOUN ADV VERB,Gos117.s36,Dm-gost-07006,"no , uuu , vsi roki so , eee , vsi roki so praktično bili lovljeni proti koncu in t- , to je po moje , eee , malo napaka , zdaj , bistveno pa seveda , naš poslovnik in naša zakonodaja je takšna , da zahteva približno take roke , tako da bistveno se ne da skrajšati .",https://nl.ijs.si/project/gos20/Gos117/Gos117.s36.mp3,no uuu vsi roki so eee vsi roki so praktično bili lovljeni proti koncu in t- to je po moje eee malo napaka zdaj bistveno pa seveda naš poslovnik in naša zakonodaja je takšna da zahteva približno take roke tako da bistveno se ne da skrajšati,PART INTJ DET NOUN AUX INTJ DET NOUN AUX ADV AUX ADJ ADP NOUN CCONJ X DET AUX ADP DET INTJ DET NOUN ADV ADV CCONJ PART DET NOUN CCONJ DET NOUN AUX DET SCONJ VERB ADV DET NOUN CCONJ SCONJ ADV PRON PART VERB VERB,46,0,0,no,no,PART,discourse:filler,surprise,1,0,a_is_question; not_all_in_lexicon,
Gos121,Gos121.s22,Dm-gost-07198,"če mene vprašate , vam povem svojo lastno oceno , ja .",https://nl.ijs.si/project/gos20/Gos121/Gos121.s22.mp3,če mene vprašate vam povem svojo lastno oceno ja,SCONJ PRON VERB PRON VERB DET ADJ NOUN PART,Gos121.s23,Am-mode-07003,"ja , vas sem vprašal , prosim .",https://nl.ijs.si/project/gos20/Gos121/Gos121.s23.mp3,ja vas sem vprašal prosim,PART PRON AUX VERB VERB,5,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos122,Gos122.s40,Am-mode-07003,gre za zdravljenje ali za preventivne ukrepe .,https://nl.ijs.si/project/gos20/Gos122/Gos122.s40.mp3,gre za zdravljenje ali za preventivne ukrepe,VERB ADP NOUN CCONJ ADP ADJ NOUN,Gos122.s41,Cm-gost-00015,"ja , predvsem gre v prvi vrsti za preventivne ukrepe , mislim , da je lahko zelo preprost primer .",https://nl.ijs.si/project/gos20/Gos122/Gos122.s41.mp3,ja predvsem gre v prvi vrsti za preventivne ukrepe mislim da je lahko zelo preprost primer,PART PART VERB ADP ADJ NOUN ADP ADJ NOUN VERB SCONJ AUX ADV ADV ADJ NOUN,16,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos123,Gos123.s78,Lf-gost-05513,"in mi smo potem od , aaa , februarja dva tisoč štiri naprej rotirali v Jordaniji , v centru oziroma operaciji Jiptc , eee , določeno število policistov vsako leto enkrat , pa se o tem v naši javnosti sploh nismo pogovarjali .",https://nl.ijs.si/project/gos20/Gos123/Gos123.s78.mp3,in mi smo potem od aaa februarja dva tisoč štiri naprej rotirali v Jordaniji v centru oziroma operaciji Jiptc eee določeno število policistov vsako leto enkrat pa se o tem v naši javnosti sploh nismo pogovarjali,CCONJ PRON AUX ADV ADP INTJ NOUN NUM NUM NUM ADV VERB ADP PROPN ADP NOUN CCONJ NOUN PROPN INTJ ADJ NOUN NOUN DET NOUN ADV CCONJ PRON ADP DET ADP DET NOUN PART AUX VERB,Gos123.s79,Vm-novi-01606,mhm .,https://nl.ijs.si/project/gos20/Gos123/Gos123.s79.mp3,mhm,INTJ,1,0,1,mhm,mhm,INTJ,root,continuer,0,1,a_continues,
Gos123,Gos123.s81,Lf-gost-05513,o tem se sploh nismo pogovarjali in to ni bilo javno vprašanje .,https://nl.ijs.si/project/gos20/Gos123/Gos123.s81.mp3,o tem se sploh nismo pogovarjali in to ni bilo javno vprašanje,ADP DET PRON PART AUX VERB CCONJ DET AUX AUX ADJ NOUN,Gos123.s82,Vm-novi-01606,mhm .,https://nl.ijs.si/project/gos20/Gos123/Gos123.s82.mp3,mhm,INTJ,1,0,1,mhm,mhm,INTJ,root,continuer,0,1,a_continues,
Gos124,Gos124.s43,Am-novi-02133,"eee , [name:personal] , koliko vojakov pa je Izrael sploh poslal v to ofenzivo nad Gazo ?",https://nl.ijs.si/project/gos20/Gos124/Gos124.s43.mp3,eee [name:personal] koliko vojakov pa je Izrael sploh poslal v to ofenzivo nad Gazo,INTJ PROPN DET NOUN CCONJ AUX PROPN PART VERB ADP DET NOUN ADP PROPN,Gos124.s45,Gf-novi-02137,"no , gre za zelo obširno vojaško operacijo , vemo , da sodeluje vsaj ena , eee , tankovska brigada , tri brigade pehote , to je veliko število vojakov .",https://nl.ijs.si/project/gos20/Gos124/Gos124.s45.mp3,no gre za zelo obširno vojaško operacijo vemo da sodeluje vsaj ena eee tankovska brigada tri brigade pehote to je veliko število vojakov,PART VERB ADP ADV ADJ ADJ NOUN VERB SCONJ VERB PART NUM INTJ ADJ NOUN NUM NOUN NOUN DET AUX ADJ NOUN NOUN,23,0,0,no,no,PART,discourse,surprise,1,0,a_is_question; not_all_in_lexicon,
Gos127,Gos127.s45,Lf-gost-05513,"povezano je z neko drugo zgodbo , če umaknemo ljudi iz drugih operacij , jih moramo potem preusmeriti na neko mesto , kjer lahko na skoncentriran način , eee , zasledujemo cilje svoje politike .",https://nl.ijs.si/project/gos20/Gos127/Gos127.s45.mp3,povezano je z neko drugo zgodbo če umaknemo ljudi iz drugih operacij jih moramo potem preusmeriti na neko mesto kjer lahko na skoncentriran način eee zasledujemo cilje svoje politike,ADJ AUX ADP DET ADJ NOUN SCONJ VERB NOUN ADP ADJ NOUN PRON VERB ADV VERB ADP DET NOUN SCONJ ADV ADP ADJ NOUN INTJ VERB NOUN DET NOUN,Gos127.s46,Sm-novi-06570,ja .,https://nl.ijs.si/project/gos20/Gos127/Gos127.s46.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos128,Gos128.s12,Fm-gost-06571,"eee , v , v glavnem hočem reči , da to ni čas za špetir in p- , eee , medsebojno prepiranje , ampak , eee , da je treba žogo umiriti .",https://nl.ijs.si/project/gos20/Gos128/Gos128.s12.mp3,eee v v glavnem hočem reči da to ni čas za špetir in p- eee medsebojno prepiranje ampak eee da je treba žogo umiriti,INTJ ADP ADP ADJ VERB VERB SCONJ DET AUX NOUN ADP NOUN CCONJ X INTJ ADJ NOUN CCONJ INTJ SCONJ VERB ADV NOUN VERB,Gos128.s13,Sm-novi-06570,ja .,https://nl.ijs.si/project/gos20/Gos128/Gos128.s13.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,0,ok,
Gos129,Gos129.s74,Sf-gost-00013,"ne gre za , gre za postopek , uraden postopek , ki teče in mora biti zaključen .",https://nl.ijs.si/project/gos20/Gos129/Gos129.s74.mp3,ne gre za gre za postopek uraden postopek ki teče in mora biti zaključen,PART VERB ADP VERB ADP NOUN ADJ NOUN SCONJ VERB CCONJ VERB AUX ADJ,Gos129.s75,Sm-novi-06570,"ja , ampak a je , bom drugače vprašal , a je neposeganje v delo policije princip ali izgovor , recimo v situacijah , v katerih je bolje , da se kaj ne razreši , da se česa ne razreši ?",https://nl.ijs.si/project/gos20/Gos129/Gos129.s75.mp3,ja ampak a je bom drugače vprašal a je neposeganje v delo policije princip ali izgovor recimo v situacijah v katerih je bolje da se kaj ne razreši da se česa ne razreši,PART CCONJ ADV VERB AUX ADV VERB ADV AUX NOUN ADP NOUN NOUN NOUN CCONJ NOUN VERB ADP NOUN ADP DET VERB ADV SCONJ PRON PRON PART VERB SCONJ PRON PRON PART VERB,33,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos134,Gos134.s79,Hm-nast-06559,"a lahko jaz , tako kot , kot Robi , hahahaha .",https://nl.ijs.si/project/gos20/Gos134/Gos134.s79.mp3,a lahko jaz tako kot kot Robi hahahaha,ADV ADV PRON ADV SCONJ SCONJ PROPN INTJ,Gos134.s80,Bm-novi-06519,"no , razlogov za smeh in dobro voljo je bilo precej , torej , [name:personal] je bil dobitnik nagrade , saj kaj dosti ni mogel povedati , ker je bil tako presenečen , tako da mogoče je še glavna stvar , ki je povedal , tale .",https://nl.ijs.si/project/gos20/Gos134/Gos134.s80.mp3,no razlogov za smeh in dobro voljo je bilo precej torej [name:personal] je bil dobitnik nagrade saj kaj dosti ni mogel povedati ker je bil tako presenečen tako da mogoče je še glavna stvar ki je povedal tale,PART NOUN ADP NOUN CCONJ ADJ NOUN AUX VERB ADV CCONJ PROPN AUX AUX NOUN NOUN CCONJ ADV DET AUX VERB VERB SCONJ AUX AUX ADV ADJ CCONJ SCONJ ADJ AUX PART ADJ NOUN SCONJ AUX VERB DET,38,0,0,no,no,PART,discourse,surprise,0,1,not_all_in_lexicon; a_continues,
Gos134,Gos134.s83,Af-novi-06518,"a , se je prikazala ?",https://nl.ijs.si/project/gos20/Gos134/Gos134.s83.mp3,a se je prikazala,ADV PRON AUX VERB,Gos134.s84,Bm-novi-06519,"ja , upam , da boste tudi vi kdaj prišli , eee , na svoj račun v naših nagradnih igrah , no , saj že danes začenjamo eno novo , ne .",https://nl.ijs.si/project/gos20/Gos134/Gos134.s84.mp3,ja upam da boste tudi vi kdaj prišli eee na svoj račun v naših nagradnih igrah no saj že danes začenjamo eno novo ne,PART VERB SCONJ AUX PART PRON ADV VERB INTJ ADP DET NOUN ADP DET ADJ NOUN PART CCONJ PART ADV VERB DET ADJ PART,24,0,0,ja,ja,PART,discourse,responsive,1,0,a_is_question; not_all_in_lexicon,
Gos135,Gos135.s627,Bm-mode-05621,kar na svidenje .,https://nl.ijs.si/project/gos20/Gos135/Gos135.s627.mp3,kar na svidenje,ADV ADP NOUN,Gos135.s628,Am-mode-05620,ja .,https://nl.ijs.si/project/gos20/Gos135/Gos135.s628.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos135,Gos135.s653,Nm-posl-05638,"bil , bil .",https://nl.ijs.si/project/gos20/Gos135/Gos135.s653.mp3,bil bil,VERB VERB,Gos135.s654,Am-mode-05620,"ja , kako je ?",https://nl.ijs.si/project/gos20/Gos135/Gos135.s654.mp3,ja kako je,PART ADV VERB,3,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos135,Gos135.s656,Am-mode-05620,si že videl morje mogoče s Triglava ?,https://nl.ijs.si/project/gos20/Gos135/Gos135.s656.mp3,si že videl morje mogoče s Triglava,AUX PART VERB NOUN ADV ADP PROPN,Gos135.s657,Nm-posl-05638,"ne , takrat se ni dalo videti , ko sem jaz bil gor .",https://nl.ijs.si/project/gos20/Gos135/Gos135.s657.mp3,ne takrat se ni dalo videti ko sem jaz bil gor,PART ADV PRON AUX VERB VERB SCONJ AUX PRON VERB ADV,11,0,0,ne,ne,PART,discourse,surprise,1,0,a_is_question; not_all_in_lexicon,
Gos136,Gos136.s382,Cm-mode-05621,"no , pri opaz- , pri opazovanju je treba zaznati , razbrati , poimenovati in interpretirati znake , ki jih opazimo .",https://nl.ijs.si/project/gos20/Gos136/Gos136.s382.mp3,no pri opaz- pri opazovanju je treba zaznati razbrati poimenovati in interpretirati znake ki jih opazimo,PART ADP X ADP NOUN VERB ADV VERB VERB VERB CCONJ VERB NOUN SCONJ PRON VERB,Gos136.s383,Am-mode-05620,"tako torej opazujte in , eee , dajte se osredotočiti na tiste , za katere menite , da lažejo , in verjetno boste odkrili kakšen znak , ki ga drugače pri njemu ni .",https://nl.ijs.si/project/gos20/Gos136/Gos136.s383.mp3,tako torej opazujte in eee dajte se osredotočiti na tiste za katere menite da lažejo in verjetno boste odkrili kakšen znak ki ga drugače pri njemu ni,ADV ADV VERB CCONJ INTJ VERB PRON VERB ADP DET ADP DET VERB SCONJ VERB CCONJ ADV AUX VERB DET NOUN SCONJ PRON ADV ADP PRON VERB,27,0,0,tako,tako,ADV,root,responsive,0,0,not_all_in_lexicon,
Gos136,Gos136.s392,Am-mode-05620,z zvezdniki .,https://nl.ijs.si/project/gos20/Gos136/Gos136.s392.mp3,z zvezdniki,ADP NOUN,Gos136.s393,Cm-mode-05621,"ja , tako .",https://nl.ijs.si/project/gos20/Gos136/Gos136.s393.mp3,ja tako,PART ADV,2,0,1,ja,ja,PART,discourse,responsive,0,1,a_continues,
Gos136,Gos136.s400,Am-mode-05620,"ne vem , ne vem , glede na to , da ima vsa pooblastila , da ga tudi odpusti .",https://nl.ijs.si/project/gos20/Gos136/Gos136.s400.mp3,ne vem ne vem glede na to da ima vsa pooblastila da ga tudi odpusti,PART VERB PART VERB ADV ADP DET SCONJ VERB DET NOUN SCONJ PRON PART VERB,Gos136.s401,Cm-mode-05621,ja .,https://nl.ijs.si/project/gos20/Gos136/Gos136.s401.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos136,Gos136.s402,Am-mode-05620,"upajmo , da se kaj takšnega ne bo zgodilo , da ne bodo zgubili službe , kriza je .",https://nl.ijs.si/project/gos20/Gos136/Gos136.s402.mp3,upajmo da se kaj takšnega ne bo zgodilo da ne bodo zgubili službe kriza je,VERB SCONJ PRON PRON DET PART AUX VERB SCONJ PART AUX VERB NOUN NOUN VERB,Gos136.s403,Cm-mode-05621,"ja , očitno tudi v v , v , v monadi je kriza .",https://nl.ijs.si/project/gos20/Gos136/Gos136.s403.mp3,ja očitno tudi v v v v monadi je kriza,PART ADV PART ADP ADP ADP ADP NOUN VERB NOUN,10,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos136,Gos136.s403,Cm-mode-05621,"ja , očitno tudi v v , v , v monadi je kriza .",https://nl.ijs.si/project/gos20/Gos136/Gos136.s403.mp3,ja očitno tudi v v v v monadi je kriza,PART ADV PART ADP ADP ADP ADP NOUN VERB NOUN,Gos136.s404,Am-mode-05620,"ja , časi so težki , očitno .",https://nl.ijs.si/project/gos20/Gos136/Gos136.s404.mp3,ja časi so težki očitno,PART NOUN AUX ADJ ADV,5,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos137,Gos137.s564,Jm-posl-05627,"in niti za Beatlese verjetno ni , eee , igral , ne .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s564.mp3,in niti za Beatlese verjetno ni eee igral ne,CCONJ PART ADP PROPN ADV AUX INTJ VERB PART,Gos137.s565,Am-mode-05620,"ja , ne vem , povej , izberi .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s565.mp3,ja ne vem povej izberi,PART PART VERB VERB VERB,5,1,0,ja,ja,PART,discourse,responsive,0,0,has_verbal_bc; not_all_in_lexicon,
Gos137,Gos137.s566,Bm-mode-05621,"ti v bistvu si šel na izločevalni sistem , ni , ni slaba taktika .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s566.mp3,ti v bistvu si šel na izločevalni sistem ni ni slaba taktika,PRON ADP NOUN AUX VERB ADP ADJ NOUN VERB AUX ADJ NOUN,Gos137.s567,Jm-posl-05627,"ja , ne ?",https://nl.ijs.si/project/gos20/Gos137/Gos137.s567.mp3,ja ne,PART PART,2,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos137,Gos137.s569,Jm-posl-05627,"ma po mojem prvi , ne .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s569.mp3,ma po mojem prvi ne,PART ADP DET ADJ PART,Gos137.s570,Bm-mode-05621,ja .,https://nl.ijs.si/project/gos20/Gos137/Gos137.s570.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,0,ok,
Gos137,Gos137.s572,Am-mode-05620,"torej , Paul David Hewson , si ugibal ali veš , kdo je to ?",https://nl.ijs.si/project/gos20/Gos137/Gos137.s572.mp3,torej Paul David Hewson si ugibal ali veš kdo je to,CCONJ PROPN PROPN PROPN AUX VERB ADV VERB PRON AUX DET,Gos137.s573,Jm-posl-05627,"ja , tako .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s573.mp3,ja tako,PART ADV,2,0,1,ja,ja,PART,discourse,responsive,1,0,a_is_question,
Gos137,Gos137.s575,Am-mode-05620,to je drugače Bono .,https://nl.ijs.si/project/gos20/Gos137/Gos137.s575.mp3,to je drugače Bono,DET AUX ADV PROPN,Gos137.s576,Jm-posl-05627,"aha , a U2 , alora ?",https://nl.ijs.si/project/gos20/Gos137/Gos137.s576.mp3,aha a U2 alora,INTJ ADV PROPN PART,4,0,0,aha,aha,INTJ,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos137,Gos137.s576,Jm-posl-05627,"aha , a U2 , alora ?",https://nl.ijs.si/project/gos20/Gos137/Gos137.s576.mp3,aha a U2 alora,INTJ ADV PROPN PART,Gos137.s577,Am-mode-05620,ja .,https://nl.ijs.si/project/gos20/Gos137/Gos137.s577.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,1,0,a_is_question,
Gos137,Gos137.s577,Am-mode-05620,ja .,https://nl.ijs.si/project/gos20/Gos137/Gos137.s577.mp3,ja,PART,Gos137.s578,Bm-mode-05621,ja .,https://nl.ijs.si/project/gos20/Gos137/Gos137.s578.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos137,Gos137.s579,Am-mode-05620,"poznaš pesmico , ne , Beautiful day , no , no , vidiš .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s579.mp3,poznaš pesmico ne Beautiful day no no vidiš,VERB NOUN PART X X PART PART VERB,Gos137.s580,Jm-posl-05627,"aha , ja , ja , ja .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s580.mp3,aha ja ja ja,INTJ PART PART PART,4,0,1,aha,aha,INTJ,root,responsive,0,1,a_continues,
Gos137,Gos137.s580,Jm-posl-05627,"aha , ja , ja , ja .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s580.mp3,aha ja ja ja,INTJ PART PART PART,Gos137.s581,Am-mode-05620,"no , mi smo dali njegov- , njegovo pravo ime in tokrat smo si ga malo privoščili .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s581.mp3,no mi smo dali njegov- njegovo pravo ime in tokrat smo si ga malo privoščili,PART PRON AUX VERB X DET ADJ NOUN CCONJ ADV AUX PRON PRON DET VERB,15,0,0,no,no,PART,discourse,surprise,0,1,not_all_in_lexicon; a_continues,
Gos137,Gos137.s581,Am-mode-05620,"no , mi smo dali njegov- , njegovo pravo ime in tokrat smo si ga malo privoščili .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s581.mp3,no mi smo dali njegov- njegovo pravo ime in tokrat smo si ga malo privoščili,PART PRON AUX VERB X DET ADJ NOUN CCONJ ADV AUX PRON PRON DET VERB,Gos137.s582,Jm-posl-05627,ja .,https://nl.ijs.si/project/gos20/Gos137/Gos137.s582.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos138,Gos138.s23,Sf-mode-04529,"[name:personal] , kako pa vi kaj , ste v redu spali , ste v redu ?",https://nl.ijs.si/project/gos20/Gos138/Gos138.s23.mp3,[name:personal] kako pa vi kaj ste v redu spali ste v redu,PROPN ADV CCONJ PRON ADV AUX ADP NOUN VERB VERB ADP NOUN,Gos138.s24,Mm-posl-04531,"v redu , v redu , vse .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s24.mp3,v redu v redu vse,ADP NOUN ADP NOUN DET,5,0,0,v,v,ADP,case,multiword_starter,1,1,a_is_question; not_all_in_lexicon; a_continues,
Gos138,Gos138.s26,Mm-posl-04531,malo na morje pa tako .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s26.mp3,malo na morje pa tako,DET ADP NOUN CCONJ ADV,Gos138.s27,Sf-mode-04529,"aha , kam pa ste letos nameravali ?",https://nl.ijs.si/project/gos20/Gos138/Gos138.s27.mp3,aha kam pa ste letos nameravali,INTJ ADV CCONJ AUX ADV VERB,6,0,0,aha,aha,INTJ,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos138,Gos138.s53,Mm-posl-04531,Ito .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s53.mp3,Ito,PROPN,Gos138.s54,Sf-mode-04529,kako ?,https://nl.ijs.si/project/gos20/Gos138/Gos138.s54.mp3,kako,ADV,1,0,1,kako,kako,ADV,root,surprise,0,1,a_continues,
Gos138,Gos138.s56,Sf-mode-04529,"Ito , to pa je japonsko mesto , če se ne motim , je , tako je , ja .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s56.mp3,Ito to pa je japonsko mesto če se ne motim je tako je ja,PROPN DET CCONJ AUX ADJ NOUN SCONJ PRON PART VERB VERB ADV VERB PART,Gos138.s57,Mm-posl-04531,"ja , ja .",https://nl.ijs.si/project/gos20/Gos138/Gos138.s57.mp3,ja ja,PART PART,2,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
